"selection1_batsmen_name","selection1_batsmen_Out_NotOut","selection1_batsmen_Runs","selection1_batsmen_Balls","selection1_batsmen_Fours","selection1_batsmen_Sixes","selection1_batsmen_Strike_Rate","selection1_batsmen_Team","selection1_batsmen_Match_No"
"Aman Hakim Khan","c Ali b Pathirana","7","9","1","0","77.77","Delhi Capitals","67th Match (D/N), Delhi, May 20, 2023,
Indian Premier League"
"Lalit Yadav","c Ali b Theekshana","6","12","0","0","50.00","Delhi Capitals","67th Match (D/N), Delhi, May 20, 2023,
Indian Premier League"
"Anrich Nortje","not out","0","1","0","0","0.00","Delhi Capitals","67th Match (D/N), Delhi, May 20, 2023,
Indian Premier League"
"Kuldeep Yadav","lbw b Theekshana","0","1","0","0","0.00","Delhi Capitals","67th Match (D/N), Delhi, May 20, 2023,
Indian Premier League"
"Chetan Sakariya","not out","0","2","0","0","0.00","Delhi Capitals","67th Match (D/N), Delhi, May 20, 2023,
Indian Premier League"
"Karan Sharma","c Thakur b Harshit Rana","3","5","0","0","60.00","Lucknow Super Giants","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League"
"Quinton de Kock †","c Russell b Varun","28","27","0","2","103.70","Lucknow Super Giants","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League"
"Prerak Mankad","c Harshit Rana b Arora","26","20","5","0","130.00","Lucknow Super Giants","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League"
"Marcus Stoinis","c Iyer b Arora","0","2","0","0","0.00","Lucknow Super Giants","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League"
"Krunal Pandya (c)","c Singh b Narine","9","8","0","1","112.50","Lucknow Super Giants","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League"
"Ayush Badoni","c Thakur b Narine","25","21","2","1","119.04","Lucknow Super Giants","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League"
"Nicholas Pooran","c Iyer b Thakur","58","30","4","5","193.33","Lucknow Super Giants","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League"
"Krishnappa Gowtham","not out","11","4","1","1","275.00","Lucknow Super Giants","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League"
"Ravi Bishnoi","b Thakur","2","2","0","0","100.00","Lucknow Super Giants","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League"
"Naveen-ul-Haq","not out","2","3","0","0","66.66","Lucknow Super Giants","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League"
"Mohsin Khan","","Did not bat:","","","","","",""
"Jason Roy","b Pandya","45","28","7","1","160.71","Kolkata Knight Riders","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League"
"Venkatesh Iyer","c Ravi Bishnoi b Gowtham","24","15","3","1","160.00","Kolkata Knight Riders","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League"
"Nitish Rana (c)","c Pandya b Ravi Bishnoi","8","10","1","0","80.00","Kolkata Knight Riders","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League"
"Rahmanullah Gurbaz †","c Ravi Bishnoi b Yash Thakur","10","15","0","0","66.66","Kolkata Knight Riders","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League"
"Rinku Singh","not out","67","33","6","4","203.03","Kolkata Knight Riders","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League"
"Andre Russell","b Ravi Bishnoi","7","9","0","1","77.77","Kolkata Knight Riders","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League"
"Shardul Thakur","c Mankad b Yash Thakur","3","7","0","0","42.85","Kolkata Knight Riders","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League"
"Sunil Narine","run out (Naveen-ul-Haq/†de Kock)","1","2","0","0","50.00","Kolkata Knight Riders","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League"
"Vaibhav Arora","not out","1","1","0","0","100.00","Kolkata Knight Riders","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League"
"Varun Chakravarthy,","","Did not bat:","","","","","",""
"Suyash Sharma","","Did not bat:","","","","","",""
"Vivrant Sharma","c sub (Ramandeep Singh) b Madhwal","69","47","9","2","146.80","Sunrisers Hyderabad","69th Match (D/N), Wankhede, May 21, 2023,
Indian Premier League"
"Mayank Agarwal","c †Ishan Kishan b Madhwal","83","46","8","4","180.43","Sunrisers Hyderabad","69th Match (D/N), Wankhede, May 21, 2023,
Indian Premier League"
"Heinrich Klaasen †","b Madhwal","18","13","2","0","138.46","Sunrisers Hyderabad","69th Match (D/N), Wankhede, May 21, 2023,
Indian Premier League"
"Glenn Phillips","c Kartikeya b Jordan","1","4","0","0","25.00","Sunrisers Hyderabad","69th Match (D/N), Wankhede, May 21, 2023,
Indian Premier League"
"Aiden Markram (c)","not out","13","7","0","1","185.71","Sunrisers Hyderabad","69th Match (D/N), Wankhede, May 21, 2023,
Indian Premier League"
"Harry Brook","b Madhwal","0","1","0","0","0.00","Sunrisers Hyderabad","69th Match (D/N), Wankhede, May 21, 2023,
Indian Premier League"
"Sanvir Singh","not out","4","3","1","0","133.33","Sunrisers Hyderabad","69th Match (D/N), Wankhede, May 21, 2023,
Indian Premier League"
"Nitish Kumar Reddy,","","Did not bat:","","","","","",""
"Mayank Dagar,","","Did not bat:","","","","","",""
"Bhuvneshwar Kumar,","","Did not bat:","","","","","",""
"Umran Malik","","Did not bat:","","","","","",""
"Ishan Kishan †","c Brook b Kumar","14","12","1","1","116.66","Mumbai Indians","69th Match (D/N), Wankhede, May 21, 2023,
Indian Premier League"
"Rohit Sharma (c)","c Nitish Kumar Reddy b Dagar","56","37","8","1","151.35","Mumbai Indians","69th Match (D/N), Wankhede, May 21, 2023,
Indian Premier League"
"Cameron Green","not out","100","47","8","8","212.76","Mumbai Indians","69th Match (D/N), Wankhede, May 21, 2023,
Indian Premier League"
"Suryakumar Yadav","not out","25","16","4","0","156.25","Mumbai Indians","69th Match (D/N), Wankhede, May 21, 2023,
Indian Premier League"
"Tim David,","","Did not bat:","","","","","",""
"Nehal Wadhera,","","Did not bat:","","","","","",""
"Chris Jordan,","","Did not bat:","","","","","",""
"Piyush Chawla,","","Did not bat:","","","","","",""
"Jason Behrendorff,","","Did not bat:","","","","","",""
"Kumar Kartikeya,","","Did not bat:","","","","","",""
"Akash Madhwal","","Did not bat:","","","","","",""
"Virat Kohli","not out","101","61","13","1","165.57","Royal Challengers Bangalore","70th Match (N), Bengaluru, May 21, 2023,
Indian Premier League"
"Faf du Plessis (c)","c Tewatia b Noor Ahmad","28","19","5","0","147.36","Royal Challengers Bangalore","70th Match (N), Bengaluru, May 21, 2023,
Indian Premier League"
"Glenn Maxwell","b Rashid Khan","11","5","1","1","220.00","Royal Challengers Bangalore","70th Match (N), Bengaluru, May 21, 2023,
Indian Premier League"
"Mahipal Lomror","st †Saha b Noor Ahmad","1","3","0","0","33.33","Royal Challengers Bangalore","70th Match (N), Bengaluru, May 21, 2023,
Indian Premier League"
"Michael Bracewell","c & b Mohammed Shami","26","16","5","0","162.50","Royal Challengers Bangalore","70th Match (N), Bengaluru, May 21, 2023,
Indian Premier League"
"Dinesh Karthik","c †Saha b Yash Dayal","0","1","0","0","0.00","Royal Challengers Bangalore","70th Match (N), Bengaluru, May 21, 2023,
Indian Premier League"
"Anuj Rawat †","not out","23","15","1","1","153.33","Royal Challengers Bangalore","70th Match (N), Bengaluru, May 21, 2023,
Indian Premier League"
"Harshal Patel,","","Did not bat:","","","","","",""
"Wayne Parnell,","","Did not bat:","","","","","",""
"Vijaykumar Vyshak,","","Did not bat:","","","","","",""
"Mohammed Siraj","","Did not bat:","","","","","",""
"Wriddhiman Saha †","c Parnell b Mohammed Siraj","12","14","2","0","85.71","Gujarat Titans","70th Match (N), Bengaluru, May 21, 2023,
Indian Premier League"
"Shubman Gill","not out","104","52","5","8","200.00","Gujarat Titans","70th Match (N), Bengaluru, May 21, 2023,
Indian Premier League"
"Vijay Shankar","c Kohli b Vyshak","53","35","7","2","151.42","Gujarat Titans","70th Match (N), Bengaluru, May 21, 2023,
Indian Premier League"
"Dasun Shanaka","c sub (SS Prabhudessai) b Patel","0","3","0","0","0.00","Gujarat Titans","70th Match (N), Bengaluru, May 21, 2023,
Indian Premier League"
"David Miller","c sub (SS Prabhudessai) b Mohammed Siraj","6","7","1","0","85.71","Gujarat Titans","70th Match (N), Bengaluru, May 21, 2023,
Indian Premier League"
"Rahul Tewatia","not out","4","5","0","0","80.00","Gujarat Titans","70th Match (N), Bengaluru, May 21, 2023,
Indian Premier League"
"Hardik Pandya (c),","","Did not bat:","","","","","",""
"Rashid Khan,","","Did not bat:","","","","","",""
"Noor Ahmad,","","Did not bat:","","","","","",""
"Mohammed Shami,","","Did not bat:","","","","","",""
"Mohit Sharma","","Did not bat:","","","","","",""
"Ruturaj Gaikwad","c Miller b Sharma","60","44","7","1","136.36","Chennai Super Kings","Qualifier 1 (N), Chennai, May 23, 2023,
Indian Premier League"
"Devon Conway","c Rashid Khan b Mohammed Shami","40","34","4","0","117.64","Chennai Super Kings","Qualifier 1 (N), Chennai, May 23, 2023,
Indian Premier League"
"Shivam Dube","b Noor Ahmad","1","3","0","0","33.33","Chennai Super Kings","Qualifier 1 (N), Chennai, May 23, 2023,
Indian Premier League"
"Ajinkya Rahane","c Shubman Gill b Nalkande","17","10","0","1","170.00","Chennai Super Kings","Qualifier 1 (N), Chennai, May 23, 2023,
Indian Premier League"
"Ambati Rayudu","c Shanaka b Rashid Khan","17","9","1","1","188.88","Chennai Super Kings","Qualifier 1 (N), Chennai, May 23, 2023,
Indian Premier League"
"Ravindra Jadeja","b Mohammed Shami","22","16","2","0","137.50","Chennai Super Kings","Qualifier 1 (N), Chennai, May 23, 2023,
Indian Premier League"
"MS Dhoni (c)†","c Pandya b Sharma","1","2","0","0","50.00","Chennai Super Kings","Qualifier 1 (N), Chennai, May 23, 2023,
Indian Premier League"
"Moeen Ali","not out","9","4","0","1","225.00","Chennai Super Kings","Qualifier 1 (N), Chennai, May 23, 2023,
Indian Premier League"
"Deepak Chahar,","","Did not bat:","","","","","",""
"Tushar Deshpande,","","Did not bat:","","","","","",""
"Maheesh Theekshana","","Did not bat:","","","","","",""
"Wriddhiman Saha †","c Pathirana b Chahar","12","11","2","0","109.09","Gujarat Titans","Qualifier 1 (N), Chennai, May 23, 2023,
Indian Premier League"
"Shubman Gill","c Conway b Chahar","42","38","4","1","110.52","Gujarat Titans","Qualifier 1 (N), Chennai, May 23, 2023,
Indian Premier League"
"Hardik Pandya (c)","c Jadeja b Theekshana","8","7","1","0","114.28","Gujarat Titans","Qualifier 1 (N), Chennai, May 23, 2023,
Indian Premier League"
"Dasun Shanaka","c Theekshana b Jadeja","17","16","1","1","106.25","Gujarat Titans","Qualifier 1 (N), Chennai, May 23, 2023,
Indian Premier League"
"David Miller","b Jadeja","4","6","0","0","66.66","Gujarat Titans","Qualifier 1 (N), Chennai, May 23, 2023,
Indian Premier League"
"Vijay Shankar","c Gaikwad b Pathirana","14","10","0","1","140.00","Gujarat Titans","Qualifier 1 (N), Chennai, May 23, 2023,
Indian Premier League"
"Rahul Tewatia","b Theekshana","3","5","0","0","60.00","Gujarat Titans","Qualifier 1 (N), Chennai, May 23, 2023,
Indian Premier League"
"Rashid Khan","c Conway b Deshpande","30","16","3","2","187.50","Gujarat Titans","Qualifier 1 (N), Chennai, May 23, 2023,
Indian Premier League"
"Darshan Nalkande","run out (sub [SP Senapati])","0","1","0","0","0.00","Gujarat Titans","Qualifier 1 (N), Chennai, May 23, 2023,
Indian Premier League"
"Noor Ahmad","not out","7","5","1","0","140.00","Gujarat Titans","Qualifier 1 (N), Chennai, May 23, 2023,
Indian Premier League"
"Mohammed Shami","c Chahar b Pathirana","5","5","1","0","100.00","Gujarat Titans","Qualifier 1 (N), Chennai, May 23, 2023,
Indian Premier League"
"Ishan Kishan †","c †Pooran b Yash Thakur","15","12","3","0","125.00","Mumbai Indians","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League"
"Rohit Sharma (c)","c Badoni b Naveen-ul-Haq","11","10","1","1","110.00","Mumbai Indians","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League"
"Cameron Green","b Naveen-ul-Haq","41","23","6","1","178.26","Mumbai Indians","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League"
"Suryakumar Yadav","c Gowtham b Naveen-ul-Haq","33","20","2","2","165.00","Mumbai Indians","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League"
"Tilak Varma","c Hooda b Naveen-ul-Haq","26","22","0","2","118.18","Mumbai Indians","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League"
"Tim David","c Hooda b Yash Thakur","13","13","1","0","100.00","Mumbai Indians","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League"
"Nehal Wadhera","c Ravi Bishnoi b Yash Thakur","23","12","2","2","191.66","Mumbai Indians","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League"
"Chris Jordan","c Hooda b Mohsin Khan","4","7","0","0","57.14","Mumbai Indians","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League"
"Hrithik Shokeen","not out","0","1","0","0","0.00","Mumbai Indians","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League"
"Piyush Chawla,","","Did not bat:","","","","","",""
"Jason Behrendorff,","","Did not bat:","","","","","",""
"Akash Madhwal","","Did not bat:","","","","","",""
"Kyle Mayers","c Green b Jordan","18","13","3","0","138.46","Lucknow Super Giants","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League"
"Prerak Mankad","c Shokeen b Madhwal","3","6","0","0","50.00","Lucknow Super Giants","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League"
"Krunal Pandya (c)","c David b Chawla","8","11","1","0","72.72","Lucknow Super Giants","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League"
"Marcus Stoinis","run out (David/†Ishan Kishan)","40","27","5","1","148.14","Lucknow Super Giants","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League"
"Ayush Badoni","b Madhwal","1","7","0","0","14.28","Lucknow Super Giants","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League"
"Nicholas Pooran †","c †Ishan Kishan b Madhwal","0","1","0","0","0.00","Lucknow Super Giants","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League"
"Deepak Hooda","run out (Green/Madhwal/Sharma)","15","13","0","1","115.38","Lucknow Super Giants","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League"
"Krishnappa Gowtham","run out (Sharma)","2","3","0","0","66.66","Lucknow Super Giants","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League"
"Ravi Bishnoi","c Jordan b Madhwal","3","6","0","0","50.00","Lucknow Super Giants","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League"
"Naveen-ul-Haq","not out","1","5","0","0","20.00","Lucknow Super Giants","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League"
"Mohsin Khan","b Madhwal","0","7","0","0","0.00","Lucknow Super Giants","Eliminator (N), Chennai, May 24, 2023,
Indian Premier League"
"Wriddhiman Saha †","st †Ishan Kishan b Chawla","18","16","3","0","112.50","Gujarat Titans","Qualifier 2 (N), Ahmedabad, May 26, 2023,
Indian Premier League"
"Shubman Gill","c David b Madhwal","129","60","7","10","215.00","Gujarat Titans","Qualifier 2 (N), Ahmedabad, May 26, 2023,
Indian Premier League"
"Sai Sudharsan","retired out","43","31","5","1","138.70","Gujarat Titans","Qualifier 2 (N), Ahmedabad, May 26, 2023,
Indian Premier League"
"Hardik Pandya (c)","not out","28","13","2","2","215.38","Gujarat Titans","Qualifier 2 (N), Ahmedabad, May 26, 2023,
Indian Premier League"
"Rashid Khan","not out","5","2","1","0","250.00","Gujarat Titans","Qualifier 2 (N), Ahmedabad, May 26, 2023,
Indian Premier League"
"David Miller,","","Did not bat:","","","","","",""
"Rahul Tewatia,","","Did not bat:","","","","","",""
"Vijay Shankar,","","Did not bat:","","","","","",""
"Noor Ahmad,","","Did not bat:","","","","","",""
"Mohammed Shami,","","Did not bat:","","","","","",""
"Mohit Sharma","","Did not bat:","","","","","",""
"Rohit Sharma (c)","c Little b Mohammed Shami","8","7","1","0","114.28","Mumbai Indians","Qualifier 2 (N), Ahmedabad, May 26, 2023,
Indian Premier League"
"Nehal Wadhera","c †Saha b Mohammed Shami","4","3","1","0","133.33","Mumbai Indians","Qualifier 2 (N), Ahmedabad, May 26, 2023,
Indian Premier League"
"Cameron Green","b Little","30","20","2","2","150.00","Mumbai Indians","Qualifier 2 (N), Ahmedabad, May 26, 2023,
Indian Premier League"
"Suryakumar Yadav","b Sharma","61","38","7","2","160.52","Mumbai Indians","Qualifier 2 (N), Ahmedabad, May 26, 2023,
Indian Premier League"
"Tilak Varma","b Rashid Khan","43","14","5","3","307.14","Mumbai Indians","Qualifier 2 (N), Ahmedabad, May 26, 2023,
Indian Premier League"
"Vishnu Vinod †","c Pandya b Sharma","5","7","0","0","71.42","Mumbai Indians","Qualifier 2 (N), Ahmedabad, May 26, 2023,
Indian Premier League"
"Tim David","lbw b Rashid Khan","2","3","0","0","66.66","Mumbai Indians","Qualifier 2 (N), Ahmedabad, May 26, 2023,
Indian Premier League"
"Chris Jordan","c Sai Sudharsan b Sharma","2","5","0","0","40.00","Mumbai Indians","Qualifier 2 (N), Ahmedabad, May 26, 2023,
Indian Premier League"
"Piyush Chawla","c Miller b Sharma","0","2","0","0","0.00","Mumbai Indians","Qualifier 2 (N), Ahmedabad, May 26, 2023,
Indian Premier League"
"Kumar Kartikeya","c Miller b Sharma","6","7","1","0","85.71","Mumbai Indians","Qualifier 2 (N), Ahmedabad, May 26, 2023,
Indian Premier League"
"Jason Behrendorff","not out","3","5","0","0","60.00","Mumbai Indians","Qualifier 2 (N), Ahmedabad, May 26, 2023,
Indian Premier League"
"Wriddhiman Saha †","c †Dhoni b Chahar","54","39","5","1","138.46","Gujarat Titans","Final (N), Ahmedabad, May 28 - 29, 2023,
Indian Premier League"
"Shubman Gill","st †Dhoni b Jadeja","39","20","7","0","195.00","Gujarat Titans","Final (N), Ahmedabad, May 28 - 29, 2023,
Indian Premier League"
"Sai Sudharsan","lbw b Pathirana","96","47","8","6","204.25","Gujarat Titans","Final (N), Ahmedabad, May 28 - 29, 2023,
Indian Premier League"
"Hardik Pandya (c)","not out","21","12","0","2","175.00","Gujarat Titans","Final (N), Ahmedabad, May 28 - 29, 2023,
Indian Premier League"
"Rashid Khan","c Gaikwad b Pathirana","0","2","0","0","0.00","Gujarat Titans","Final (N), Ahmedabad, May 28 - 29, 2023,
Indian Premier League"
"Vijay Shankar,","","Did not bat:","","","","","",""
"David Miller,","","Did not bat:","","","","","",""
"Rahul Tewatia,","","Did not bat:","","","","","",""
"Mohit Sharma,","","Did not bat:","","","","","",""
"Noor Ahmad,","","Did not bat:","","","","","",""
